Image Name,OCR Text
612Uhj+K29S.jpg,"ASIO settings are too complicated? We also have a simpler usage. How simple can it be? Connect directly to the PC without installing the drivers, set the sampling rate you want, then enjoyl Scund 463 Popcrtics 01* Rrodr9 $ Cotnuaeat C Me Ka8t Ser Sttd > FUponck Ctrre tt?n mo8h69t Deljue fcrnut S6a tit {Jmo  [E6 0n463dpthtottexaa tannnan 0pa Tanceomtn Nusdic ; Dace Muooed 164 #Qpiicd cu MDid ou, 164 Bmhishjo Qujsyi Seot Ut Idud? Gk 166 ieoeisouskh 414 IoraoaCes Cla Chtac 8 : Dopin Fotnili Raio Channok 24-bit Inicoer (44.1KHz) Built-in Microphone 24-61 (48.0KHz) Tins D3O 24-Dit Intcocr (88.2 KHz) Clock 24-D1 Inicger (96.0Khz) Built-in Outout 24-bi: Inicger (1764KHz) 0 lns 24-b# Integer (192.0 KHz) D3o Pfo Source 24-b1 Intceer (352.8 ccague OhnaaOL 24-b4 Iniegcr (384.0 *Hz) Forma= Een Incj  H) 32-b1 Integer (48.0 KHz) Chjncc Vovo 32-b4 Intcgcr (88.2 KHz) NJtci 32-bit Inicgcr (96.0 KHz) 32-61: Integer (176 KHz) AJodi 32-b1: Integer (192.0KHz) nJonl 32-b4: Inicgcr (352.8 KHZ) 32-61 Intogcr (384,0Khz) Contigure Speakers. Inicocr KA)"
51tpYf6a03L.jpg,"Size 90 x 210 cm Colour Light Grey Material Fabric Mounting type Outside Mount, Inside Mount"
5131MIZ3TvL.jpg,PRODUCT SIZE 2 8 3.1in/8cm
51DsoU74MdL.jpg,12.5 cm 7 cm
511+OuswL0L.jpg,1 2 1 AVIDGRAM Aidoral User Manual USB Power Cable HDMI Switch 2x1 8K 6OHz User Manual IR Remote Control KDCP (2*AAA Batteries Loete Not Included) AVIDGRAM KZII 7711/. GkGOH 4Acomo 9Omm Select
51pLftmszDL.jpg,A| 1.25 in 0.25 in 4.9 in 1.75 in 0.5 in 3.2 in WIDTH #0 #1 #2 #3 #4 #5 #6 #7 #8 #9 3.3 in 0.9 in 2.8 in 2.9 in 3.2 in 3.1 in 3.1 in 2.8 in 2.9 in 3.1 in
616TGWMhBSL.jpg,67cm 165cm 72cm
611XMKopPlL.jpg,linch-25.4mm F { H 8.66inch/220mm Length: Overall Diameter: 12mm 00.47inch/) 6.3inch/16Omm Centers: Hole
51-RFSkyr1L.jpg,GojldeOWACM Overall Length: 0.82inch(2lmm) Height: 1.3linch (33.3mm) Overall Length: 0.46inch(12mm) 1 inch(25mm) 1 2 SCREW PER KNOB 1.77 inch(45mm) *1
51zz-wQse-L.jpg,"10 cm / 3,9 in 2.1 cm/0.82 in 12 cm/4,72 in E 2.1 cm/0.82 in"
516cvRWtjvL.jpg,It we i ghs about 185 grams 25cm 81
51gARcNqftL.jpg,"ZEMAHOME Bath Collection 12"" x 809 Extra Long Size Gurtain This One 36"" Marrow Size Standard Size Extra Long Size Easily Fits Most Standard Size Bathtubs & Showers, Suit with Straightlcurved Shower Rods"
61CZovS3yvL.jpg,Specification: 7.9 X 10.2 inches Actual usable size: 7.4 X 8.8 inches 5 5 11 8 3 19 cm/7.4 in 20 cm/7.9 in
616mt+eczDS.jpg,"22' 18.5' 6.5"" 33"" 21.5' 22' 8"" 16"" 31 23.5"" 73.5"" 23.5"""
61FmvZAtEXL.jpg,5.9in 1Scm) 2 { CORTEX BICYCLE BAR TAPE Leather materialis easy to clean 1.18in ( 3cm ) 76.7in ( 195cm )
41oQNyTb8kL.jpg,PRODUCT SIZE 4.72 in /12.0 cm 4.72 in /12.0 cm
514cKJjYU9L.jpg,"42"" 20"" 30"""
51xZ7JumZCL.jpg,"13"" in 8 /anboroe 5 VETERAN Small Garden 4 4 Flag"
51ovAhhWy+L.jpg,"stakes & hooks includedi 11"" 8"" 7"" 14"" 11"" 6"""
51AyjxRyT0L.jpg,1 162mm C6
316fBrdhpXL.jpg,"1.18 in / 3 cm 4,2 in 10.7 cm 1"
613XouViiIL.jpg,2Ocm/7.8in
61CmzfXLyrL.jpg,1.6 5/16 hanger bolt 0.4 16.2 100% Solid Oak Wood Angled Mounting Plates Include Chair Leg Protectors Include Natural Texture Sanded & Clear Coated Easy to Paint and Install Perfect for DIY Project 1.22
51-wKnwuhES.jpg,16cm 12.Scm 14.5cm
51rqvJgMcjL.jpg,Size 22mm 1 40mm 23mm 30mm
61+xqHeX9XL.jpg,"2' Chisel Point End 16""Long 3/8""Diameter"
51+pq9b3-iL.jpg,"22 Cm 40,5 cm 50 cm Peso Materiale 2 Kg Acciaio Leggero"
41ns1Dop-6L.jpg,59mm/2.3in [ 3 6 9 15mm/o.6in 12.2mm/o.4in
51Msh+7adwL.jpg,26 cm Love gou !!! T 8 cm 34 cm
51iVFrYb2mL.jpg,1 g Unfold size: 140cm/55.11in
51p1k7PYVAL.jpg,3 J 3
51Z0xbWdBLL.jpg,3PCS [ 3 12m/39.37ft
51jnLu4txgS.jpg,Mjl
51KtHACz77L.jpg,#ODHD Ax6 PHOTO JoSkI DuDoN
51kmVFnmdmL.jpg,18cm 9cm 25cm
61FuFYx0drL.jpg,pellon] ES114 Easy-Shaper Irit 75269 01220 1 Apparel Basics gs% Polyester / 45% Viscose ES114T Cenn Machine wash and dry low or dry WN[ PellonProjects. com 20 IN 2012 MADE IN USA clean
51dvzwclyKL.jpg,330 Milliliter 11.2 Ounces 8.2 CM /3.22 IN 9.5 CM 3.74IN Gulte~ 11.8 CM /4.64 IN (taylor $ version)
51tzUYgR05L.jpg,"13"" in 3 Dog BLESSAEERGA Small Garden Flag"
511v590yofL.jpg,5.9in 2.75 in
61Bk5CmVQvL.jpg,"D93-2 Tip Toe Trim Set 2-3/4"" Coarse Thread Strainer With Two Hole Faceplate and Screws 1.91' PUSH 2-3/4"" 3/16' 1-7/8"" _ 11-1/2 3-1/8"" Dia NPSM Thread 2-3/4 1-1/2"" 477' 0 1/4"" 20 UNC-ZA 3/8"" _ 16 UNC-ZB 2429 East Olympic Blvd: Los Angeles, CA 90021 213-627-8441 FAX 213-627-2844 wwvv westbrasscom"
61AJfSklmUL.jpg,The product is about: SUITABLE FOR 12 inches/3o cm in length 6PCS 108 inchesl 275 cm in width 48 inch 48 inch 8 8 3 72 inch 72 inch { ; 96 inch 96 inch ? 3
51kEQc+KEfL.jpg,3. 6. 8 8 C0 2 8 E 78in (96mm 06in (154mm) 89in (48mm
51OWhKz5gmS.jpg,6.5cm/2.55in 6 Scm/1.37in 7.5cm/2.95in
51QXLJBZ9kL.jpg,34mm 40mm 205mm 210mm 275mm 295mm 58mm 250mm 271mm 88mm 275mm s6mm 274mm 32mm 58mm 286mm 58mm 303mm 303mm 53mm 8Omm 8Omm Kitcher Su 150mm Icdo 124mm
41myfhvxcvL.jpg,mazonbasics WATER FILTER AHIH-nodinglt- ourtod UE onntea ~nches Wuaeo anches
61E3JyoJ+5L.jpg,3415 MAX MAX 254 CM 43 CM 211 CM 41 CM
61BhXVENj0L.jpg,SILICONE SPILL PROOF STOPPER X 22PCS 10.Sinch 270mm 2PCS 12.Sinch 310mm 4PCS 0.Ainch 10mm 10mm 4PCS 4PCS 0.8inch 20mm 0.3inch 8mm 0.8inch zomm 4PCS 4PCS 7mm 0.35inch 0.Ainch
617+eEfSGYL.jpg,I0 8pcs BRAIN BUSTERS wooden & metai Puzzles 8 Ailrnessd &llsnu: kos %o bc; Jn Brain Busters 8in ] (wooden-metal puzzle) ooc ' M
61G6COqBqeL.jpg,"Iwi 0 8 I 2 0 2 6 0 8 Ql E3 3 1 1 8 1 2 1 8 D 22090702 52mm/2.05"""
51DH1Sp5S5L.jpg,"1.0"" 2.6cm 4.4""/11.2cm ""/20.Scm 8.17"
617DQBVAl2L.jpg,7.Jinch (18cm) 13.4inch (34cm) 17.7inch (45cm) Tinch(2.6cm) 7.Jinch (18cm) 13.4inch (34cm) 17.7inch(4Scm)
618ZhXBjhHL.jpg,5.1 inch 8 3
610vdOfIpRL.jpg,52cm 43cm 7HCM 45kM
51dNr-ZTAKL.jpg,"31.5 II 23.6 Adjustment 7.9 27.2""-45.3 Adjustment Range:458 2.8 11.81 3 29.1"
613o-r07HmL.jpg,"4195cm 59cm 65cm Unar Comfortable with enough thick 0_ 1 6cm 638"" 25cm deeplee K-1Scm-+ 63kg"
616NWz2O6wL.jpg,"67,5 cm 50 cm 0 28 cm 20,5 cm"
61ATw6V1FWL.jpg,"22.4"" 8.5"" 6.7 cat 12.6"" 13.2"" 12.8"" 12.8"" 2 Heppy HAppUEverudry Colored senies"
517t1r1fm7L.jpg,PARA UNA VARIEDAD DE FORMAS DE TAZA Dentro de 10 Cm Adecuado para copas de vino con una base de 4cm a 9 cm diametro de base 4cm a 9 cm vidrio burdeos copa borgona copa de vino blanco copa de champan copa de coctel copa de brandy
51hukkCxyBL.jpg,TALLA Profundizary agrandar 25cm Lululululull 25cm 9 7
61-JR05KZyL.jpg,3 5 1 3 1 .4in 87mm 16mm 0.6in
41Xv+tzE4KL.jpg,4.5cm 2 17.3cm 14.2cm 410g
61BL31TPUeL.jpg,"ZZUYI 'Set of 6 prints 8""xlO x6 Pcs Unframed 1 Gallery quality printing High-quality Canvas Printing @Waterproof and UV-resistant 8INCHS giclee"
51nO5PO7uqL.jpg,Perfekter Ersatz Energieeinsparung um 90% 13.2mm 1Omm 41.3 mm VS 1 5W LED-Lampe E 50W Halogenlampe
61-sJ36I+oL.jpg,31cm 12.2 in Wandr 29 cm/11.5 in 129 cm/51 in 40cm 15.7in 24 in Wandr 31 cm 12.2 in 69 cm/27.2 in
51vFkvplHWS.jpg,4.7in/12cm 4.31in/11cm 5.3in 8.66in 13.5cm 22cm 2Oin/S1cm Plfann 1 YEAR WARRANTY Applicable to all store products Fn Product Specification Voltage: 185V-265V Type: E27 Material: Metal Finish: Matte Black Bulb Wattage: 6OW(MAX); Bulb NOT included Cap
6197w410reL.jpg,0 3 scm/1 qnin
51XaYN3YALL.jpg,NITRO 140cmi 56cm 57cm
51Oxhs5UnlL.jpg,Total length :5.11 in 13 cm Width : 4.33 in 11 cm
619S3B171OL.jpg,Size 35mm (1.4in) X8 @.45mm(1.8in)
618voQnPfEL.jpg,"5.1inch/13cm 13.2inch/33.5cm There may be slight variations in color patterns, measures and thickness between pieces:"
514l1o0wZ1L.jpg,10.50cm 4.13inch 12.O0cm 4.72inch
51lDkrZNElL.jpg,STAINLESS STEEL 304stainless steel Drawing & Polishing proc material DINNER PLATE Drop & wear resistant Not easily damaged 21cm/8.3in 0 12cm/4.Tin
61Bi+iNWTNL.jpg,"T Length:125CM/49.2' 3.8CM (1.5"") L Suit pant size 26-40 inch"
419-6DlhFES.jpg,5.9 in / 15 cm 15.74 in / 40 cm
51q2AKTyVpL.jpg,SIZE 5.1 IN 4.1IN 8.3IN PVC Tulios
611DK5GDB9L.jpg,Powerful hardware and software configuration 004/005 One-key 1536 bit rate dynamic noise voice activated Ror recording reduction recording WAV-512 00.00.24 17:44:42 Book A Voice to text Timing book reading segment recording recording Jime Recording music playback Listening and Auto time playback recording stamp B local delete music playback A-B repeat U disk function
51ZZ0sBLjeL.jpg,"always me goodnight B.87cm H.2Ocm always @iss me goodnight B.65cm H:1Scm always @uss me goadnight B.43,5cm H:1Ocm Quss"
41rngrQ98WL.jpg,"HIKVISION Colot camora DS-- clisdor LLIF J6n IatJtim "" Ueue Ole oea (6x CHcesJnhnbJJa Uedrin Ching JcdtdaiedtTc 3es C0 4064 6 rdtrlrit JXc"
615+AMdz8IL.jpg,PRODUCT SIZE 2PCS 7 1 2 10.5CM/4.13IN 10.SCM/4.13IN
516WknVOhUL.jpg,"8.26"" 11.8"""
5190Vhcbt3S.jpg,3 3 8.OOCM La.socm-
51UAyARYd3L.jpg,SOmm 6 62mm ansV (obem
616ityjNlZL.jpg,PRODUCT SIZE 8 3 70.8 inch
617cEFC5kCL.jpg,PRACTICAL DESIGN Handle design and smooth zipper 1 1 9.85in 1
61EmdRMKF5L.jpg,1 18.5in 19.68in ; 1 18.89in 19.68in
51UyWnp7o3L.jpg,Perfect Size Bearing Capacity: 30 Ibs 13 24.5 21.5 16.9'
51Ihk1ZmxlL.jpg,Product Size 8 0 90cm/35.4in
613rJ51sm6L.jpg,16.5cm/6 Sinch Extendable max 43cm/1Tinch 33cm/13inch 22.8cm/ginch Twist the screw and the metal_ up 2.Scm/1inch 22cm/8.6inch 9.7cm/4inch pull pole
619jVhM6HeS.jpg,150cm 9 / W %Te 9 ele 1 1 11 59. 150cm 30cm LixaJA 11.8in 59cm 23.2in Sin' 19cm / 7_ 6in 150cm 4cm Oin
51NggWRNaRL.jpg,"MATERIAL: Fine Bone China: DIA: 8 cm: 3,1 in: HEIGHT: 8,5 cm: 3,3 in: LETTERS: Height letters: 13-15 cm 5,1-5,9 in: DREAM 197 g. Temperature range 250 ml: 6,9 0z 5-100 degrees 8,5 0z"
515gGqhKqvL.jpg,# 60 1 1 1Sml / 0.5 Oz Tbsp inch/36mm 13/32
61FHPVAz96L.jpg,COUGAR COUGAR 102.5cm 84cm 74cm IcougAR
613Ea0Fiv1L.jpg,"17.4"" 14.6"" 11.1"" 18.3"" 15.4"" 12.4"" 11.1"" 3.9"" 3.5"" 1.1"" 3.9"" 3.5"" 111"" 3.97 3.5"""
61A+4ljd-vL.jpg,Hubooka Ruled Notebook high QuALiTY PAPER 0#3 O0 GSM Paper
51F-yjDJWJL.jpg,7 ( 0 53mm
610xNFvqWGL.jpg,"Rhinowarr"" Ehinowanr Tocud ON XIAOMI Electric Scooter Folded Size : 108*49cm 49cm 108cm 4do Qicyglc"
51S1bESNJ+L.jpg,032084321~50 9Ocm 7Ocm socm
51G5QnWDi+L.jpg,Width Length 9.5inch 9.Sinch Depth 0.98inch
51GGRwDX10L.jpg,7 2em0m515m 12.5cm/4.92in 2Ocm/7.87in
413KO+oUD4L.jpg,"3.5"" 8.9cm 11"" 10.75"" 28cm 27.3cm"
41wqIDc3dKS.jpg,0.94in {
6160lpX20jL.jpg,front Paper Napkins x 100 1 lovu 8x 4.3inch 0 back 1 lovu &eace jxt 12.9inch 4.3inch dQaCe
51VH1MjcuIL.jpg,018.2cm L 7.25inch Fa 4.2cm H 1.58inch # 11.2cm W 4.42inch Be4Dy
41Zysha4UTL.jpg,300 mm 220-240 124 mm VAC 60w IP20 E27 50-60HZ 170 mn 1 218 mm
61DejdIxdBL.jpg,Wide Size: 50 Inch { ~ 1 MINDSET EVERYTHING 1 1Oxl2inch 1Oxl6inch 1Ox24inch 1Oxl6inch 1Ox2inch
51AptpZSwSL.jpg,Wo; Microwave Safe Stain Resistant Freezer Safe Hand-made Lead Free Dishwasher Safe L-10 In Note There could be slight difference in shade &lor design in the actual product owing to the natural grains of the wood & each piece being hand-made
51kx0Zev6ML.jpg,127.8mm/Sin 1 J 149.5mm/5.8 50mm/1.9in 56mm/2.Zin 28mm 25mm  38mm/1.5in
51dfkw0IAAL.jpg,"INTEX Krystal Clear Pool Basics"" Pool cover Bache pour piscine Cubre piscina Pool-abdeckung Copertura per piscima= Afdekzell f3.71m (1227 3.96m 7(30) INTEX"""
614uUQ7qXfL.jpg,"25.6"" 39"" 20.5"" 19.7"" 13.4"" 26.8"" 19.7"" 28"" 38.2"""
51sjmfY-66L.jpg,"^vhAWIlEK9TIl rwk ~3+0340 wag: miniax 9+1771 Hzmm Emai EmtORA RLD IECF A385 7367 DzR odoltey Canrrg Atatal STbRRtan IN LIUAdunG Mibe Jutest""l{2J 24*5[""7204010r4# Autit @X20ax A4Felrkt oannellineranae4 9f7ENbS Tnt Ca-E KlAJ~ 07J wog WJLArLiCot Wtvean  0120-87-1149 797 Zeneen-1J-0 ITd-Tentn- Anuen M/ DELZ /d ZhIdleu 771akt4 4mnin _ RCAm Kim47-s Te7 Djiunwe EnAnaf 824 Ca 74 Anc_"
6104ubncAcL.jpg,Product size I4 1 1 6 0.47inch/ 1.2cm
51xL7E9O-uL.jpg,~ 3 1 inch 2 Y inch
61FD2w9SgkL.jpg,"KB970,1,2,4,5,7,8,9B Widespread Lavatory Faucet with Retail Pop-Up 3-3/16"" 4-1/16"" 5-3/4"" 2-15/16"" 2-1/4"" 02-1/16"" 02-1/4"" 11/16""-16 UN- 1-3/4"" 1/8""-20 UN 02-1/8"" 2-13/16"" 1/2-14 NPSM 8"" ~16"" 1/4""-14 UNS 8-1/2"" 01-1/4"" Ref#: KB970,1,2,4,5,7,8,9B 2021-10-A"
51lafTyQ1gL.jpg,"200 cm 31,5 cm 37 cm 183 cm"
51iEF5QU7QL.jpg,PRODUCT SIZE A: 45-60cm/17.7-23.6in B:  40-50cm/15.7-19 7in C: 40-50cm/15.7-19.7in A SUITABLE FOR CHAIRS R Please measure the size before buying! !! !! Not every chair fits
41xNi9CYDwL.jpg,"6.9 in / 17.5 cm 2.2 in / 5,5 cm"
617+sjJlc+L.jpg,1P-30A CONTACT RATING PER POLE 1PH Coil:120VAC VAC FLY LRA RES 50/60Hz 240/277 30 150 40 480 30 125 40 US 600 30 100 40 USTED TORQUE FOR OR CU 75C SCREWS 22 INLBSIL UGS 30 INLBS
61CwVU2ogkL.jpg,"Product Size weight: 0.35kg 19CM/7.5"" 03326361 19CMI7.5"" 38CM/15"" 1-2 sets of Camera Pants*3 Toiletry Item summer clothes WARMS TIPS; The SMALL GYM BAG may be smaller than you think Please check the size."
51ayUOSnz3L.jpg,Capacity 450ML 7 85mm/3.34in
41v1M86yFLS.jpg,13cm 8 1Ocm
619VRkZgt2L.jpg,ADJUSTABCLE HELGHT Height adjustable from 43inch to 71inch 1 Ilinch/28cm L
51tWXMaigQL.jpg,Waw 1.2mm 45mm 12.Smm
61AxhMJnfdL.jpg,4cm IOcm 4.Scm 12cm 5.Scm 14cm 6cm i6cm l8cm 6.Scm
516V6z4UxdL.jpg,Total length :2.55in 6.5 cm Width 2.55in 6.5 cm
5155nyazb+S.jpg,12.2in/31.0cm '1ls8 { 8torio_ 7.9in/20.0cm &k6865 ;
616PNc5oQbL.jpg,"Continuous tune Rx from 0.6 to 460Mhz Continuous tune Tx from 3.5 to 460 Mhz 30-40dB on HF Rx over a plain whip Engineered for the 817,703,K1, K2 and others Exclusive autotransformer tuning-unique, effective AlI @50 Mhz He CARRYING LENGTH 233MM SPREAD LENGTH 171OMM SEGMENTS NUMBER: FIRST DIAMETER : ZMM SOLID ROD MAX DIAMETER : 9MM WEICHT : 63.5g TELESCOPIC PART: 304 STAINLESS STEEL RADIO FREQUENCY CONNECTOR BNC/09 BRASS PLATING _norm TEST gain MIRACLE L 235g 0 UIV 1 0"
614Z+bFBbxL.jpg,Abcdefc HIkLhh 7.6 cm / 3 inch 3 cm 1.2 inch OPORSTV IXYzAB 1123456  7.6 cm / 3 inch 1123456  2.5 cm / 1 inch 178900  078900  V
616AWFlyUwL.jpg,"1 FOR BACK SIDE OF THE LCD SCREEN { 14.96"" 2 FOR SIDES OF THE TOUCH PAD 0 4 5.5"" 4.6"""
510h0P1cmXL.jpg,ME 3 SENSITIVE KNOBS 7 Control the Spray Width 7Omm Control the Paint Flow AEROPAO 1 Control the Air Volume s0mm 3
